Year,Team,Opponent,Team_Points,Opponent_Points
2014,milwaukee,san-jose-state,64,61
2014,milwaukee,james-madison,77,66
2014,milwaukee,northern-illinois,82,69
2014,milwaukee,depaul,71,80
2014,minnesota,lehigh,81,62
2014,minnesota,montana,84,58
2014,minnesota,richmond,74,59
2014,minnesota,coastal-carolina,82,72
2014,minnesota,wofford,79,57
2014,mississippi,troy,69,54
2014,mississippi,coastal-carolina,72,70
2014,mississippi,mississippi-valley-state,111,82
2014,mississippi-state,prairie-view,71,56
2014,mississippi-state,kennesaw-state,78,55
2014,mississippi-state,mississippi-valley-state,94,72
2014,mississippi-valley-state,oklahoma-state,62,117
2014,mississippi-valley-state,texas-am,67,91
2014,mississippi-valley-state,mississippi-state,72,94
2014,mississippi-valley-state,mississippi,82,111
2014,missouri-state,old-dominion,79,67
2014,missouri-state,tulsa,96,93
2014,missouri-state,grambling,97,67
2014,missouri,southeastern-louisiana,89,53
2014,missouri,southern-illinois,72,59
2014,missouri,hawaii,92,80
2014,missouri-kansas-city,creighton,70,96
2014,missouri-kansas-city,nebraska-omaha,71,101
2014,missouri-kansas-city,tennessee-martin,79,67
2014,monmouth,hofstra,88,84
2014,monmouth,pennsylvania,73,79
2014,monmouth,seton-hall,66,82
2014,monmouth,st-johns-ny,54,64
2014,montana,minnesota,58,84
2014,montana,south-dakota-state,77,69
2014,montana,san-francisco,74,75
2014,montana-state,cal-state-fullerton,55,84
2014,montana-state,california-riverside,67,72
2014,montana-state,cal-state-northridge,73,74
2014,montana-state,central-michigan,59,54
2014,morehead-state,east-tennessee-state,71,63
2014,morehead-state,xavier,56,79
2014,morehead-state,marshall,102,94
2014,morehead-state,northern-kentucky,74,61
2014,morehead-state,ucla,70,81
2014,morgan-state,ohio-state,50,89
2014,morgan-state,towson,75,95
2014,morgan-state,san-diego,61,67
2014,morgan-state,ohio,62,65
2014,morgan-state,la-salle,59,78
2014,mount-st-marys,west-virginia,62,77
2014,mount-st-marys,villanova,59,90
2014,mount-st-marys,brigham-young,76,108
2014,mount-st-marys,maryland-baltimore-county,84,90
2014,mount-st-marys,maryland-eastern-shore,71,78
2014,murray-state,valparaiso,74,77
2014,murray-state,old-dominion,60,70
2014,navy,towson,45,72
2014,navy,saint-francis-pa,57,60
2014,navy,binghamton,68,50
2014,navy,virginia,42,67
2014,nebraska,florida-gulf-coast,79,55
2014,nebraska,western-illinois,62,47
2014,nebraska,south-carolina-state,83,57
2014,nebraska,massachusetts,90,96
2014,nebraska,alabama-birmingham,74,87
2014,nebraska-omaha,northern-illinois,68,66
2014,nebraska-omaha,iowa,75,83
2014,nebraska-omaha,missouri-kansas-city,101,71
2014,nebraska-omaha,nevada-las-vegas,70,73
2014,nebraska-omaha,south-carolina-state,91,59
2014,nevada,pacific,78,80
2014,nevada,cal-poly,60,58
2014,nevada,san-francisco,92,90
2014,nevada,cal-state-bakersfield,66,74
2014,nevada,chattanooga,83,81
2014,nevada-las-vegas,portland-state,67,48
2014,nevada-las-vegas,california-santa-barbara,65,86
2014,nevada-las-vegas,nebraska-omaha,73,70
2014,nevada-las-vegas,arizona-state,80,86
2014,new-hampshire,duquesne,84,81
2014,new-hampshire,njit,63,71
2014,new-hampshire,marquette,53,58
2014,new-mexico,alabama-am,88,52
2014,new-mexico,charleston-southern,109,93
2014,new-mexico,alabama-birmingham,97,94
2014,new-mexico,massachusetts,65,81
2014,new-mexico-state,western-michigan,64,70
2014,new-mexico-state,tennessee-state,70,55
2014,new-mexico-state,hawaii,95,88
2014,new-mexico-state,texas-el-paso,86,73
2014,new-mexico-state,northern-colorado,67,63
2014,new-orleans,louisiana-state,54,81
2014,niagara,seton-hall,72,83
2014,niagara,buffalo,92,81
2014,niagara,south-carolina-upstate,74,83
2014,niagara,western-carolina,90,98
2014,nicholls-state,auburn,54,76
2014,nicholls-state,north-texas,78,92
2014,nicholls-state,troy,62,77
2014,njit,tulane,64,75
2014,njit,albany-ny,65,71
2014,njit,army,89,85
2014,njit,new-hampshire,71,63
2014,njit,maine,88,82
2014,norfolk-state,texas-southern,83,95
2014,norfolk-state,east-carolina,74,76
2014,norfolk-state,north-carolina-asheville,80,78
2014,north-carolina-at,utah-valley,71,78
2014,north-carolina-at,rhode-island,59,72
2014,north-carolina-central,cincinnati,61,74
2014,north-carolina-central,campbell,62,43
2014,north-carolina-central,north-carolina-state,82,72
2014,north-carolina-central,appalachian-state,76,70
2014,north-carolina-state,appalachian-state,98,77
2014,north-carolina-state,cincinnati,57,68
2014,north-carolina-state,campbell,81,66
2014,north-carolina-state,north-carolina-central,72,82
2014,north-carolina,oakland,84,61
2014,north-carolina,holy-cross,62,54
2014,north-carolina,belmont,80,83
2014,north-carolina-asheville,kentucky,57,89
2014,north-carolina-asheville,western-carolina,67,74
2014,north-carolina-asheville,college-of-charleston,67,58
2014,north-carolina-asheville,duke,55,91
2014,north-carolina-asheville,norfolk-state,78,80
2014,north-carolina-greensboro,high-point,82,74
2014,north-carolina-greensboro,east-carolina,84,85
2014,north-carolina-wilmington,iowa,39,82
2014,north-carolina-wilmington,iowa-state,62,95
2014,north-carolina-wilmington,charleston-southern,80,78
2014,north-carolina-wilmington,liberty,87,76
2014,north-carolina-wilmington,western-kentucky,58,73
2014,north-dakota-state,saint-marys-ca,65,78
2014,north-dakota-state,southern-mississippi,69,70
2014,north-dakota-state,western-michigan,83,74
2014,north-dakota,wisconsin,85,103
2014,north-florida,florida,69,77
2014,north-florida,arkansas-little-rock,72,70
2014,north-florida,middle-tennessee,70,77
2014,north-florida,southern,78,87
2014,north-florida,savannah-state,66,63
2014,north-texas,oklahoma,82,95
2014,north-texas,nicholls-state,92,78
2014,north-texas,columbia,66,70
2014,north-texas,idaho,76,87
2014,northeastern,boston-university,69,72
2014,northeastern,stony-brook,66,73
2014,northeastern,central-connecticut-state,83,69
2014,northeastern,georgetown,63,56
2014,northeastern,charlotte,77,86
2014,northern-arizona,texas-san-antonio,74,63
2014,northern-arizona,texas-tech,68,88
2014,northern-arizona,southern-california,63,67
2014,northern-arizona,loyola-marymount,78,90
2014,northern-colorado,kansas-state,60,58
2014,northern-colorado,new-mexico-state,63,67
2014,northern-colorado,colorado-state,65,72
2014,northern-illinois,nebraska-omaha,66,68
2014,northern-illinois,james-madison,55,60
2014,northern-illinois,san-jose-state,60,59
2014,northern-illinois,milwaukee,69,82
2014,northern-iowa,ohio,64,75
2014,northern-iowa,george-mason,70,76
2014,northern-iowa,loyola-marymount,90,81
2014,northern-kentucky,purdue,76,77
2014,northern-kentucky,kentucky,63,93
2014,northern-kentucky,san-diego,44,75
2014,northern-kentucky,morehead-state,61,74
2014,northwestern-state,auburn,111,92
2014,northwestern-state,louisiana-state,74,88
2014,northwestern-state,louisiana-monroe,80,84
2014,northwestern,eastern-illinois,72,55
2014,northwestern,stanford,58,71
2014,northwestern,illinois-state,64,68
2014,northwestern,illinois-chicago,93,58
2014,northwestern,iupui,63,61
2014,notre-dame,miami-oh,74,62
2014,notre-dame,stetson,80,49
2014,notre-dame,indiana-state,70,83
2014,notre-dame,santa-clara,84,69
2014,oakland,north-carolina,61,84
2014,oakland,ucla,60,91
2014,oakland,california,60,64
2014,oakland,gonzaga,67,82
2014,ohio,northern-iowa,75,64
2014,ohio,ohio-state,69,79
2014,ohio,valparaiso,76,72
2014,ohio,morgan-state,65,62
2014,ohio-state,morgan-state,89,50
2014,ohio-state,ohio,79,69
2014,ohio-state,marquette,52,35
2014,ohio-state,american,63,52
2014,oklahoma,alabama,82,73
2014,oklahoma,north-texas,95,82
2014,oklahoma,idaho,85,65
2014,oklahoma,seton-hall,86,85
2014,oklahoma-state,mississippi-valley-state,117,62
2014,oklahoma-state,utah-valley,93,40
2014,oklahoma-state,arkansas-pine-bluff,97,63
2014,oklahoma-state,memphis,101,80
2014,old-dominion,missouri-state,67,79
2014,old-dominion,howard,77,57
2014,old-dominion,murray-state,70,60
2014,old-dominion,presbyterian,69,51
2014,oral-roberts,tulsa,74,68
2014,oral-roberts,kansas-state,63,71
2014,oral-roberts,texas-state,82,65
2014,oral-roberts,saint-louis,55,72
2014,oregon,georgetown,82,75
2014,oregon,western-carolina,107,83
2014,oregon,utah-valley,69,54
2014,oregon-state,coppin-state,73,78
2014,oregon-state,portland,79,73
2014,oregon-state,maryland,90,83
2014,pacific,nevada,80,78
2014,pacific,california-irvine,84,79
2014,pacific,western-illinois,66,52
2014,penn-state,wagner,74,62
2014,penn-state,bucknell,80,90
2014,penn-state,pennsylvania,83,71
2014,penn-state,la-salle,79,72
2014,pennsylvania,temple,73,78
2014,pennsylvania,monmouth,79,73
2014,pennsylvania,penn-state,71,83
2014,pennsylvania,iowa,55,86
2014,pepperdine,california-riverside,69,66
2014,pepperdine,central-michigan,88,71
2014,pepperdine,san-jose-state,77,83
2014,pittsburgh,savannah-state,88,55
2014,pittsburgh,fresno-state,75,54
2014,pittsburgh,howard,84,52
2014,pittsburgh,lehigh,77,58
2014,portland,california-davis,100,83
2014,portland,oregon-state,73,79
2014,portland,michigan-state,67,82
2014,portland,idaho,88,74
2014,portland,columbia,69,52
2014,portland-state,nevada-las-vegas,48,67
2014,portland-state,loyola-il,67,63
2014,prairie-view,mississippi-state,56,71
2014,prairie-view,sam-houston-state,103,108
2014,prairie-view,texas-am,65,75
2014,presbyterian,georgia-tech,57,88
2014,presbyterian,citadel,68,82
2014,presbyterian,wake-forest,48,69
2014,presbyterian,old-dominion,51,69
2014,princeton,florida-am,67,50
2014,princeton,butler,67,70
2014,princeton,lafayette,81,80
2014,providence,boston-college,82,78
2014,providence,brown,73,69
2014,providence,marist,93,48
2014,providence,vermont,70,49
2014,providence,vanderbilt,67,60
2014,purdue,northern-kentucky,77,76
2014,purdue,central-connecticut-state,109,73
2014,purdue,rider,81,77
2014,purdue,eastern-illinois,83,55
2014,quinnipiac,hartford,82,77
2014,quinnipiac,la-salle,67,73
2014,quinnipiac,albany-ny,79,69
2014,quinnipiac,hampton,71,68
2014,radford,george-washington,54,76
2014,radford,chattanooga,89,78
2014,rhode-island,maine,97,77
2014,rhode-island,southern-methodist,58,89
2014,rhode-island,north-carolina-at,72,59
2014,rhode-island,arizona,59,87
2014,rice,southeastern-louisiana,62,63
2014,rice,texas-am,65,68
2014,rice,texas-am-corpus-christi,63,61
2014,richmond,delaware,71,69
2014,richmond,belmont,69,61
2014,richmond,minnesota,59,74
2014,richmond,hofstra,74,63
2014,rider,lehigh,78,92
2014,rider,purdue,77,81
2014,robert-morris,savannah-state,86,66
2014,robert-morris,lafayette,90,81
2014,robert-morris,eastern-michigan,64,69
2014,robert-morris,kentucky,49,87
2014,robert-morris,texas-arlington,88,81
2014,rutgers,florida-am,92,84
2014,rutgers,alabama-birmingham,76,79
2014,rutgers,yale,72,71
2014,rutgers,canisius,66,51
2014,rutgers,drexel,59,70
2014,sacramento-state,cal-state-bakersfield,66,74
2014,sacramento-state,ucla,50,86
2014,sacred-heart,fairfield,54,67
2014,sacred-heart,holy-cross,118,122
2014,sacred-heart,brown,73,85
2014,sacred-heart,yale,65,80
2014,saint-francis-pa,fordham,67,87
2014,saint-francis-pa,navy,60,57
2014,saint-francis-pa,dayton,56,70
2014,saint-francis-pa,bucknell,50,72
2014,saint-francis-pa,george-mason,46,58
2014,saint-josephs,vermont,74,64
2014,saint-josephs,marist,81,62
2014,saint-josephs,creighton,79,83
2014,saint-louis,southeast-missouri-state,87,64
2014,saint-louis,southern-illinois-edwardsville,82,58
2014,saint-louis,southern-illinois,76,67
2014,saint-louis,oral-roberts,72,55
2014,saint-marys-ca,louisiana-tech,83,70
2014,saint-marys-ca,akron,85,63
2014,saint-marys-ca,north-dakota-state,78,65
2014,saint-marys-ca,drake,67,63
2014,saint-peters,long-island-university,80,87
2014,saint-peters,hampton,59,64
2014,saint-peters,kent-state,58,75
2014,sam-houston-state,texas-pan-american,77,73
2014,sam-houston-state,prairie-view,108,103
2014,samford,texas-arlington,75,88
2014,samford,indiana,59,105
2014,samford,louisiana-monroe,52,86
2014,samford,east-tennessee-state,75,89
2014,san-diego-state,california-riverside,77,41
2014,san-diego-state,arizona,60,69
2014,san-diego,south-dakota-state,74,70
2014,san-diego,grand-canyon,70,59
2014,san-diego,morgan-state,67,61
2014,san-diego,northern-kentucky,75,44
2014,san-francisco,cleveland-state,91,82
2014,san-francisco,nevada,90,92
2014,san-francisco,idaho-state,90,93
2014,san-francisco,montana,75,74
2014,san-jose-state,santa-clara,77,89
2014,san-jose-state,milwaukee,61,64
2014,san-jose-state,northern-illinois,59,60
2014,san-jose-state,james-madison,66,79
2014,san-jose-state,pepperdine,83,77
2014,santa-clara,san-jose-state,89,77
2014,santa-clara,cal-state-fullerton,73,86
2014,santa-clara,notre-dame,69,84
2014,savannah-state,pittsburgh,55,88
2014,savannah-state,robert-morris,66,86
2014,savannah-state,north-florida,63,66
2014,savannah-state,lamar,66,75
2014,savannah-state,grand-canyon,71,72
2014,seattle,washington,78,88
2014,seattle,cal-state-fullerton,75,71
2014,seattle,boise-state,68,86
2014,seton-hall,niagara,83,72
2014,seton-hall,kent-state,78,76
2014,seton-hall,mercer,74,77
2014,seton-hall,monmouth,82,66
2014,seton-hall,oklahoma,85,86
2014,siena,albany-ny,62,74
2014,siena,vermont,66,77
2014,siena,la-salle,74,78
2014,siena,st-bonaventure,72,70
2014,siena,cornell,71,70
2014,south-alabama,detroit-mercy,74,58
2014,south-alabama,texas,77,84
2014,south-alabama,southern-mississippi,59,66
2014,south-carolina,longwood,82,44
2014,south-carolina,baylor,64,66
2014,south-carolina,clemson,57,71
2014,south-carolina-state,marshall,69,85
2014,south-carolina-state,michigan,59,93
2014,south-carolina-state,nebraska,57,83
2014,south-carolina-state,nebraska-omaha,59,91
2014,south-carolina-upstate,virginia-tech,64,63
2014,south-carolina-upstate,winthrop,74,82
2014,south-carolina-upstate,tennessee,65,74
2014,south-carolina-upstate,niagara,83,74
2014,south-carolina-upstate,kent-state,78,79
2014,south-dakota,st-bonaventure,46,68
2014,south-dakota,canisius,66,71
2014,south-dakota,wyoming,53,70
2014,south-dakota-state,san-diego,70,74
2014,south-dakota-state,loyola-marymount,89,98
2014,south-dakota-state,montana,69,77
2014,south-dakota-state,texas-tech,54,68
2014,south-florida,tennessee-tech,72,62
2014,south-florida,bethune-cookman,91,65
2014,south-florida,bowling-green-state,75,61
2014,south-florida,stetson,72,63
2014,southeast-missouri-state,saint-louis,64,87
2014,southeast-missouri-state,iupui,76,68
2014,southeast-missouri-state,ball-state,83,87
2014,southeastern-louisiana,missouri,53,89
2014,southeastern-louisiana,rice,63,62
2014,southeastern-louisiana,louisiana-state,66,89
2014,southern-california,utah-state,65,78
2014,southern-california,cal-state-northridge,95,79
2014,southern-california,northern-arizona,67,63
2014,southern-california,cal-state-fullerton,76,62
2014,southern-illinois,missouri,59,72
2014,southern-illinois,saint-louis,67,76
2014,southern-illinois,austin-peay,70,72
2014,southern-illinois-edwardsville,arkansas,65,99
2014,southern-illinois-edwardsville,saint-louis,58,82
2014,southern-illinois-edwardsville,central-arkansas,100,93
2014,southern-illinois-edwardsville,california-davis,75,80
2014,southern,marquette,56,63
2014,southern,middle-tennessee,75,78
2014,southern,tulane,73,79
2014,southern,north-florida,87,78
2014,southern,florida,53,67
2014,southern,arkansas-little-rock,82,85
2014,southern-methodist,texas-christian,69,61
2014,southern-methodist,rhode-island,89,58
2014,southern-methodist,arkansas,78,89
2014,southern-methodist,texas-state,70,49
2014,southern-mississippi,jackson-state,67,51
2014,southern-mississippi,depaul,75,68
2014,southern-mississippi,north-dakota-state,70,69
2014,southern-mississippi,south-alabama,66,59
2014,southern-utah,utah-state,57,90
2014,southern-utah,california,47,75
2014,st-bonaventure,south-dakota,68,46
2014,st-bonaventure,abilene-christian,75,47
2014,st-bonaventure,canisius,86,64
2014,st-bonaventure,siena,70,72
2014,st-francis-ny,miami-fl,66,62
2014,st-francis-ny,florida-atlantic,59,57
2014,st-francis-ny,dayton,58,78
2014,st-francis-ny,syracuse,50,56
2014,st-johns-ny,wisconsin,75,86
2014,st-johns-ny,wagner,73,57
2014,st-johns-ny,bucknell,67,63
2014,st-johns-ny,monmouth,64,54
2014,stanford,bucknell,72,68
2014,stanford,brigham-young,103,112
2014,stanford,northwestern,71,58
2014,stanford,denver,66,57
2014,stanford,texas-southern,97,71
2014,stephen-f-austin,texas-state,64,57
2014,stephen-f-austin,texas,62,72
2014,stephen-f-austin,marshall,80,73
2014,stetson,clemson,51,71
2014,stetson,notre-dame,49,80
2014,stetson,florida-am,60,63
2014,stetson,florida-international,66,75
2014,stetson,south-florida,63,72
2014,stony-brook,marist,71,55
2014,stony-brook,northeastern,73,66
2014,stony-brook,indiana,74,90
2014,stony-brook,toledo,99,103
2014,syracuse,cornell,82,60
2014,syracuse,fordham,89,74
2014,syracuse,colgate,69,50
2014,syracuse,st-francis-ny,56,50
2014,temple,pennsylvania,78,73
2014,temple,kent-state,77,81
2014,temple,towson,69,75
2014,temple,clemson,58,72
2014,temple,georgia,83,81
2014,tennessee-state,hawaii,55,85
2014,tennessee-state,new-mexico-state,55,70
2014,tennessee-state,western-michigan,52,63
2014,tennessee-state,wichita-state,71,85
2014,tennessee-state,lipscomb,70,75
2014,tennessee-state,tennessee,67,88
2014,tennessee-tech,south-florida,62,72
2014,tennessee-tech,loyola-il,74,69
2014,tennessee-tech,texas-pan-american,78,81
2014,tennessee-tech,texas-am-corpus-christi,62,60
2014,tennessee-tech,ipfw,66,69
2014,tennessee,xavier,63,67
2014,tennessee,south-carolina-upstate,74,65
2014,tennessee,citadel,86,60
2014,tennessee,tennessee-state,88,67
2014,tennessee-martin,wyoming,60,78
2014,tennessee-martin,colorado,65,91
2014,tennessee-martin,arkansas-state,62,72
2014,tennessee-martin,florida-state,61,89
2014,tennessee-martin,missouri-kansas-city,67,79
2014,tennessee-martin,jackson-state,64,68
2014,texas-am,buffalo,82,58
2014,texas-am,mississippi-valley-state,91,67
2014,texas-am,rice,68,65
2014,texas-am,prairie-view,75,65
2014,texas-am-corpus-christi,iowa-state,50,80
2014,texas-am-corpus-christi,ipfw,72,71
2014,texas-am-corpus-christi,tennessee-tech,60,62
2014,texas-am-corpus-christi,texas-pan-american,72,61
2014,texas-am-corpus-christi,rice,61,63
2014,texas-christian,southern-methodist,61,69
2014,texas-christian,longwood,79,82
2014,texas-christian,abilene-christian,71,64
2014,texas,mercer,76,73
2014,texas,south-alabama,84,77
2014,texas,stephen-f-austin,72,62
2014,texas,houston-baptist,89,61
2014,texas-southern,norfolk-state,95,83
2014,texas-southern,miami-fl,69,84
2014,texas-southern,florida-international,68,70
2014,texas-southern,texas-tech,71,80
2014,texas-southern,stanford,71,97
2014,texas-state,houston,70,76
2014,texas-state,stephen-f-austin,57,64
2014,texas-state,oral-roberts,65,82
2014,texas-state,southern-methodist,49,70
2014,texas-tech,houston-baptist,76,61
2014,texas-tech,northern-arizona,88,68
2014,texas-tech,alabama,64,76
2014,texas-tech,texas-southern,80,71
2014,texas-tech,south-dakota-state,68,54
2014,texas-arlington,boise-state,87,116
2014,texas-arlington,samford,88,75
2014,texas-arlington,cleveland-state,73,83
2014,texas-arlington,kentucky,76,105
2014,texas-arlington,robert-morris,81,88
2014,texas-el-paso,new-mexico-state,73,86
2014,texas-el-paso,colorado-state,82,74
2014,texas-pan-american,sam-houston-state,73,77
2014,texas-pan-american,houston,65,77
2014,texas-pan-american,tennessee-tech,81,78
2014,texas-pan-american,ipfw,60,66
2014,texas-pan-american,texas-am-corpus-christi,61,72
2014,texas-pan-american,texas-san-antonio,70,55
2014,texas-san-antonio,northern-arizona,63,74
2014,texas-san-antonio,houston,62,80
2014,texas-san-antonio,texas-pan-american,55,70
2014,toledo,boston-college,95,92
2014,toledo,florida-am,79,69
2014,toledo,stony-brook,103,99
2014,towson,navy,72,45
2014,towson,morgan-state,95,75
2014,towson,temple,75,69
2014,towson,villanova,44,78
2014,towson,kansas,58,88
2014,troy,mississippi,54,69
2014,troy,alabama-birmingham,69,81
2014,troy,nicholls-state,77,62
2014,tulane,njit,75,64
2014,tulane,southern,79,73
2014,tulane,loyola-il,65,59
2014,tulsa,oral-roberts,68,74
2014,tulsa,missouri-state,93,96
2014,tulsa,wichita-state,54,77
2014,ucla,drexel,72,67
2014,ucla,oakland,91,60
2014,ucla,sacramento-state,86,50
2014,ucla,morehead-state,81,70
2014,utah-state,southern-california,78,65
2014,utah-state,southern-utah,90,57
2014,utah-state,california-santa-barbara,71,64
2014,utah,california-davis,94,60
2014,utah,grand-canyon,79,54
2014,utah,lamar,84,57
2014,utah-valley,iupui,74,66
2014,utah-valley,north-carolina-at,78,71
2014,utah-valley,oklahoma-state,40,93
2014,utah-valley,oregon,54,69
2014,valparaiso,murray-state,77,74
2014,valparaiso,illinois,52,64
2014,valparaiso,ohio,72,76
2014,valparaiso,evansville,92,100
2014,vanderbilt,georgia-state,86,80
2014,vanderbilt,lipscomb,80,69
2014,vanderbilt,butler,77,85
2014,vanderbilt,providence,60,67
2014,vermont,saint-josephs,64,74
2014,vermont,siena,77,66
2014,vermont,bryant,64,87
2014,vermont,providence,49,70
2014,vermont,wagner,61,68
2014,villanova,lafayette,75,59
2014,villanova,mount-st-marys,90,59
2014,villanova,towson,78,44
2014,villanova,delaware,84,80
2014,virginia,james-madison,61,41
2014,virginia,virginia-commonwealth,56,59
2014,virginia,davidson,70,57
2014,virginia,navy,67,42
2014,virginia-commonwealth,illinois-state,96,58
2014,virginia-commonwealth,virginia,59,56
2014,virginia-commonwealth,winthrop,92,71
2014,virginia-commonwealth,florida-state,67,85
2014,virginia-commonwealth,long-beach-state,73,67
2014,virginia-military-institute,citadel,82,71
2014,virginia-military-institute,air-force,71,63
2014,virginia-military-institute,wake-forest,71,98
2014,virginia-military-institute,virginia-tech,92,105
2014,virginia-tech,south-carolina-upstate,63,64
2014,virginia-tech,west-virginia,87,82
2014,virginia-tech,western-carolina,79,61
2014,virginia-tech,virginia-military-institute,105,92
2014,virginia-tech,michigan-state,77,96
2014,wagner,penn-state,62,74
2014,wagner,st-johns-ny,57,73
2014,wagner,coppin-state,102,87
2014,wagner,vermont,68,61
2014,wake-forest,colgate,89,78
2014,wake-forest,virginia-military-institute,98,71
2014,wake-forest,presbyterian,69,48
2014,wake-forest,jacksonville,90,83
2014,wake-forest,citadel,82,54
2014,washington,seattle,88,78
2014,washington,california-irvine,72,86
2014,washington,eastern-washington,92,80
2014,washington,indiana,84,102
2014,washington,boston-college,78,89
2014,washington-state,cal-state-bakersfield,62,56
2014,washington-state,lamar,84,64
2014,washington-state,gonzaga,74,90
2014,weber-state,brigham-young,72,81
2014,weber-state,colorado-state,67,88
2014,west-virginia,mount-st-marys,77,62
2014,west-virginia,virginia-tech,82,87
2014,west-virginia,duquesne,96,83
2014,west-virginia,georgia-southern,101,68
2014,western-carolina,north-carolina-asheville,74,67
2014,western-carolina,oregon,83,107
2014,western-carolina,virginia-tech,61,79
2014,western-carolina,liberty,68,63
2014,western-carolina,kent-state,59,72
2014,western-carolina,niagara,98,90
2014,western-illinois,idaho,63,67
2014,western-illinois,nebraska,47,62
2014,western-illinois,pacific,52,66
2014,western-kentucky,wichita-state,49,66
2014,western-kentucky,east-tennessee-state,57,50
2014,western-kentucky,north-carolina-wilmington,73,58
2014,western-michigan,new-mexico-state,70,64
2014,western-michigan,hawaii,68,78
2014,western-michigan,tennessee-state,63,52
2014,western-michigan,alabama-am,73,69
2014,western-michigan,north-dakota-state,74,83
2014,wichita-state,western-kentucky,66,49
2014,wichita-state,william-mary,79,62
2014,wichita-state,tennessee-state,85,71
2014,wichita-state,tulsa,77,54
2014,william-mary,hampton,69,77
2014,william-mary,liberty,84,72
2014,william-mary,wichita-state,62,79
2014,william-mary,high-point,69,80
2014,winthrop,south-carolina-upstate,82,74
2014,winthrop,virginia-commonwealth,71,92
2014,winthrop,east-tennessee-state,76,66
2014,wisconsin,st-johns-ny,86,75
2014,wisconsin,florida,59,53
2014,wisconsin,green-bay,69,66
2014,wisconsin,north-dakota,103,85
2014,wisconsin,bowling-green-state,88,64
2014,wofford,georgia,52,72
2014,wofford,iona,55,76
2014,wofford,minnesota,57,79
2014,wright-state,georgetown,70,88
2014,wright-state,depaul,72,81
2014,wright-state,houston-baptist,75,59
2014,wyoming,tennessee-martin,78,60
2014,wyoming,colorado,58,63
2014,wyoming,arkansas-state,85,64
2014,wyoming,jackson-state,73,65
2014,wyoming,south-dakota,70,53
2014,xavier,gardner-webb,83,59
2014,xavier,tennessee,67,63
2014,xavier,morehead-state,79,56
2014,xavier,miami-oh,77,51
2014,yale,central-connecticut-state,93,77
2014,yale,connecticut,62,80
2014,yale,rutgers,71,72
2014,yale,sacred-heart,80,65
2014,youngstown-state,kennesaw-state,73,57
2014,youngstown-state,florida-international,74,72
2014,youngstown-state,eastern-kentucky,75,67
2014,youngstown-state,massachusetts,69,85
